测试套/软件包名,测试用例名,状态,日志文件,原因
,oe_test_rrdtool_graphv_04,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_graphv_04/2023-08-31-15_00_50.log,None
,oe_test_rrdtool_graphv_05,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_graphv_05/2023-08-31-15_01_27.log,None
,oe_test_rrdtool_graphv_06,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_graphv_06/2023-08-31-15_02_05.log,None
,oe_test_rrdtool_graphv_07,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_graphv_07/2023-08-31-15_02_42.log,None
,oe_test_rrdtool_graphv_08,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_graphv_08/2023-08-31-15_03_19.log,None
,oe_test_rrdtool_graphv_09,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_graphv_09/2023-08-31-15_03_57.log,None
,oe_test_rrdtool_graphv_10,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_graphv_10/2023-08-31-15_04_34.log,None
,oe_test_rrdtool_info,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_info/2023-08-31-15_07_08.log,None
,oe_test_rrdtool_restore,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_restore/2023-08-31-15_05_47.log,None
,oe_test_rrdtool_rrdcached_01,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_rrdcached_01/2023-08-31-15_09_30.log,None
,oe_test_rrdtool_rrdcached_02,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_rrdcached_02/2023-08-31-15_10_06.log,None
,oe_test_rrdtool_rrdcreate_01,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_rrdcreate_01/2023-08-31-15_10_41.log,None
,oe_test_rrdtool_rrdcreate_02,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_rrdcreate_02/2023-08-31-15_11_16.log,None
,oe_test_rrdtool_update,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_update/2023-08-31-14_52_10.log,None
,oe_test_rrdtool_xport_01,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_xport_01/2023-08-31-15_07_44.log,None
,oe_test_rrdtool_xport_02,success,./mugen-riscv/logs/rrdtool/oe_test_rrdtool_xport_02/2023-08-31-15_08_19.log,None
,oe_test_service_rrdcached,success,./mugen-riscv/logs/rrdtool/oe_test_service_rrdcached/2023-08-31-14_49_01.log,None
,oe_test_socket_rrdcached,success,./mugen-riscv/logs/rrdtool/oe_test_socket_rrdcached/2023-08-31-14_50_02.log,None
rsync,oe_test_service_rsyncd,success,./mugen-riscv/logs/rsync/oe_test_service_rsyncd/2023-09-03-01_15_23.log,None
,oe_test_socket_rsyncd,success,./mugen-riscv/logs/rsync/oe_test_socket_rsyncd/2023-09-03-01_17_34.log,None
sane-backends,oe_test_socket_saned,success,./mugen-riscv/logs/sane-backends/oe_test_socket_saned/2023-09-03-20_06_44.log,None
sanlock,oe_test_sanlock_base_01,success,./mugen-riscv/logs/sanlock/oe_test_sanlock_base_01/2023-09-02-10_34_02.log,None
,oe_test_sanlock_base_02,success,./mugen-riscv/logs/sanlock/oe_test_sanlock_base_02/2023-09-02-10_37_17.log,None
,oe_test_sanlock_base_03,success,./mugen-riscv/logs/sanlock/oe_test_sanlock_base_03/2023-09-02-10_40_11.log,None
,oe_test_sanlock_base_04,success,./mugen-riscv/logs/sanlock/oe_test_sanlock_base_04/2023-09-02-10_43_24.log,None
