测试套/软件包名,测试用例名,状态,与23RC1对比,日志文件,原因
,oe_test_service_sntp,success,same,./oe-rv2309/mugen-riscv_rc5/logs/ntp/oe_test_service_sntp/2023-10-10-20_11_19.log,None
numad,oe_test_service_numad,success,same,./oe-rv2309/mugen-riscv_rc5/logs/numad/oe_test_service_numad/2023-10-11-03:07:34.log,None
oddjob,oe_test_service_oddjobd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/oddjob/oe_test_service_oddjobd/2023-10-10-20_45_25.log,None
open-iscsi,oe_test_socket_iscsid,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/open-iscsi/oe_test_socket_iscsid/2023-10-11-00:15:04.log,
,oe_test_open-iscsi_iscsiadm,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/open-iscsi/oe_test_open-iscsi_iscsiadm/2023-10-11-00:06:23.log,x86 fail
,oe_test_open-iscsi_iscsistart_iscsiuio,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/open-iscsi/oe_test_open-iscsi_iscsistart_iscsiuio/2023-10-11-00:09:13.log,x86 fail
,oe_test_service_iscsi,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/open-iscsi/oe_test_service_iscsi/2023-10-11-00:12:38.log,x86 fail
,oe_test_service_iscsiuio,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/open-iscsi/oe_test_service_iscsiuio/2023-10-11-00:13:51.log,x86 fail
,oe_test_socket_iscsiuio,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/open-iscsi/oe_test_socket_iscsiuio/2023-10-11-00:16:14.log,x86 fail
,oe_test_service_iscsid,success,same,./oe-rv2309/mugen-riscv_rc5/logs/open-iscsi/oe_test_service_iscsid/2023-10-11-00:11:27.log,None
open-isns,oe_test_service_isnsd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/open-isns/oe_test_service_isnsd/2023-10-11-12:56:17.log,None
openblas,oe_test_openblas,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openblas/oe_test_openblas/2023-10-11-03:07:34.log,
openldap,oe_test_service_slapd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openldap/oe_test_service_slapd/2023-10-10-20_46_02.log,None
openscap,oe_test_fix_anisible,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openscap/oe_test_fix_anisible/2023-10-11-09:43:16.log,
,oe_test_openscap_01,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openscap/oe_test_openscap_01/2023-10-11-09:38:49.log,
,oe_test_scanning_system,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openscap/oe_test_scanning_system/2023-10-11-09:39:48.log,
,oe_test_assess_safety_compliance,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openscap/oe_test_assess_safety_compliance/2023-10-11-09:42:18.log,环境描述文件中无远程机需求
,oe_test_ensure_security_compliance,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openscap/oe_test_ensure_security_compliance/2023-10-11-09:41:28.log,OpenSCAP Error: Unable to open file: '/usr/share/xml/scap/ssg/content/ssg-sl6-xccdf.xml' [/home/lkp/rpmbuild/BUILD/openscap-1.3.7/src/source/oscap_source.c:288]
,oe_test_scanning_remote_system,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openscap/oe_test_scanning_remote_system/2023-10-11-09:40:35.log,环境描述文件中无远程机需求
,oe_test_service_oscap-remediate,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openscap/oe_test_service_oscap-remediate/2023-10-11-09:44:03.log,None
openslp,oe_test_service_slpd,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openslp/oe_test_service_slpd/2023-10-11-12:56:23.log,None
opensm,oe_test_service_opensm,success,same,./oe-rv2309/mugen-riscv_rc5/logs/opensm/oe_test_service_opensm/2023-10-11-03:10:43.log,None
openssh,oe_test_openssh_cipher,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_cipher/2023-10-11-16:46:10.log,
,oe_test_openssh_keychecking_no,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_keychecking_no/2023-10-11-16:47:17.log,
,oe_test_openssh_keyscan,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_keyscan/2023-10-11-16:46:02.log,
,oe_test_openssh_locked,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_locked/2023-10-11-16:38:44.log,
,oe_test_openssh_no_password,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_no_password/2023-10-11-16:40:00.log,
,oe_test_openssh_port,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_port/2023-10-11-16:38:28.log,
,oe_test_openssh_scp,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_scp/2023-10-11-16:36:39.log,
,oe_test_openssh_scp_P,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_scp_P/2023-10-11-16:39:15.log,
,oe_test_openssh_scp_q,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_scp_q/2023-10-11-16:37:13.log,
,oe_test_openssh_scp_r,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_scp_r/2023-10-11-16:42:28.log,
,oe_test_openssh_sftp,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_sftp/2023-10-11-16:37:49.log,
,oe_test_openssh_ssh-copy-id,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_ssh-copy-id/2023-10-11-16:40:43.log,
,oe_test_openssh_ssh_agent,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_ssh_agent/2023-10-11-16:46:38.log,
,oe_test_openssh_ssh_command,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_ssh_command/2023-10-11-16:42:00.log,
,oe_test_openssh_ssh_user,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_openssh_ssh_user/2023-10-11-16:35:44.log,
,oe_test_sec_jump_login,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_sec_jump_login/2023-10-11-16:47:36.log,
,oe_test_socket_sshd,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_socket_sshd/2023-10-11-16:45:34.log,
,oe_test_start_ssh,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_start_ssh/2023-10-11-16:38:19.log,
,oe_test_target_sshd-keygen,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_target_sshd-keygen/2023-10-11-16:43:04.log,
,oe_test_sec_ssh,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_sec_ssh/2023-10-11-16:43:28.log,None
,oe_test_service_sshd,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/openssh/oe_test_service_sshd/2023-10-11-16:41:28.log,None
openssl,oe_test_openssl_DSA_algorithm,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_DSA_algorithm/2023-10-10-18_37_59.log,x86 fail
,oe_test_openssl_Diffie_Hellman,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_Diffie_Hellman/2023-10-10-18_37_31.log,x86 fail
,oe_test_openssl_Implements_https,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_Implements_https/2023-10-10-18_41_43.log,x86 fail
,oe_test_openssl_RSA_algorithm,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_RSA_algorithm/2023-10-10-18_52_19.log,x86 fail
,oe_test_openssl_create_CA_applying_certificate,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_create_CA_applying_certificate/2023-10-10-18_34_45.log,x86 fail
,oe_test_openssl_delete_configuration_file,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_delete_configuration_file/2023-10-10-18_36_11.log,x86 fail
,oe_test_openssl_empty_private_key,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_empty_private_key/2023-10-10-18_38_15.log,x86 fail
,oe_test_openssl_empty_public_key,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_empty_public_key/2023-10-10-18_38_30.log,x86 fail
,oe_test_openssl_encrypt_decrypt_file_asymmetrically,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_encrypt_decrypt_file_asymmetrically/2023-10-10-18_38_46.log,x86 fail
,oe_test_openssl_encrypte_decrypte_emails,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_encrypte_decrypte_emails/2023-10-10-18_38_59.log,x86 fail
,oe_test_openssl_expired_certificate,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_expired_certificate/2023-10-10-18_39_19.log,x86 fail
,oe_test_openssl_file_signature_verification,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_file_signature_verification/2023-10-10-18_40_41.log,x86 fail
,oe_test_openssl_generate_key_pair,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_generate_key_pair/2023-10-10-18_41_03.log,x86 fail
,oe_test_openssl_generate_password,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_generate_password/2023-10-10-18_41_16.log,x86 fail
,oe_test_openssl_incorrect_public_private_key,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_incorrect_public_private_key/2023-10-10-18_43_05.log,x86 fail
,oe_test_openssl_rc4_encryption_file,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_rc4_encryption_file/2023-10-10-18_53_36.log,x86 fail
,oe_test_openssl_reliability,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_reliability/2023-10-10-18_44_17.log,x86 fail
,oe_test_openssl_remove_mod_ssl,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_remove_mod_ssl/2023-10-10-18_45_37.log,x86 fail
,oe_test_openssl_repeat_restart,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_repeat_restart/2023-10-10-18_47_48.log,x86 fail
,oe_test_openssl_speed,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_speed/2023-10-10-18_54_20.log,x86 fail
,oe_test_openssl_concurrent_operations,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_concurrent_operations/2023-10-10-18_34_01.log,None
,oe_test_openssl_enc,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_enc/2023-10-10-18_53_20.log,None
,oe_test_openssl_encrypting_character_string,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_encrypting_character_string/2023-10-10-18_39_12.log,None
,oe_test_openssl_generate_random_number,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_generate_random_number/2023-10-10-18_41_35.log,None
,oe_test_openssl_hmac,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_hmac/2023-10-10-18_54_11.log,None
,oe_test_openssl_message_digest,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_message_digest/2023-10-10-18_43_24.log,None
,oe_test_openssl_one_way_encryption,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_one_way_encryption/2023-10-10-18_43_33.log,None
,oe_test_openssl_related_concurrent_operations,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_related_concurrent_operations/2023-10-10-18_43_41.log,None
,oe_test_openssl_repeated_execution,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_repeated_execution/2023-10-10-18_46_57.log,None
,oe_test_openssl_sm2,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_sm2/2023-10-10-18_53_53.log,None
,oe_test_openssl_sm4,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_sm4/2023-10-10-18_54_02.log,None
,oe_test_openssl_symmetric_encryption_decryption,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_symmetric_encryption_decryption/2023-10-10-18_53_11.log,None
,oe_test_openssl_symmetrically_encrypts_decrypts_files,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openssl/oe_test_openssl_symmetrically_encrypts_decrypts_files/2023-10-10-18_52_33.log,None
openvpn,oe_test_openvpn,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openvpn/oe_test_openvpn/2023-10-10-20_48_23.log,x86 fail
openvswitch,oe_test_service_openvswitch,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openvswitch/oe_test_service_openvswitch/2023-10-10-19_43_48.log,systemd unit restart failure/systemd unit runtime error
,oe_test_service_openvswitch-ipsec,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openvswitch/oe_test_service_openvswitch-ipsec/2023-10-10-19_50_42.log,x86 fail
,oe_test_service_ovn-controller,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openvswitch/oe_test_service_ovn-controller/2023-10-10-19_48_04.log,x86 fail
,oe_test_service_ovn-controller-vtep,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openvswitch/oe_test_service_ovn-controller-vtep/2023-10-10-19_49_36.log,x86 fail
,oe_test_service_ovn-northd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openvswitch/oe_test_service_ovn-northd/2023-10-10-19_48_44.log,x86 fail
,oe_test_service_ovs-vswitchd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openvswitch/oe_test_service_ovs-vswitchd/2023-10-10-19_46_45.log,systemd unit restart failure/systemd unit runtime error
,oe_test_service_ovsdb-server,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/openvswitch/oe_test_service_ovsdb-server/2023-10-10-19_45_29.log,systemd unit restart failure/systemd unit runtime error
openwsman,oe_test_service_openwsmand,success,same,./oe-rv2309/mugen-riscv_rc5/logs/openwsman/oe_test_service_openwsmand/2023-10-11-12:56:29.log,None
os-storage,oe_test_storage_smb_write_full,fail,RC5fail,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_smb_write_full/2023-10-10-20_51_14.log,
,oe_test_storage_DevMgmt_block_drop,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_DevMgmt_block_drop/2023-10-10-18_40_16.log,x86 fail
,oe_test_storage_DevMgmt_disk_operation,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_DevMgmt_disk_operation/2023-10-10-18_49_28.log,x86 fail
,oe_test_storage_DevMgmt_lsblk,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_DevMgmt_lsblk/2023-10-10-18_44_47.log,两者均未使用lvm方式分盘，x86软件未安装且/dev/sr0影响disk的选择，riscv使用tune2fs修改uuid无效
,oe_test_storage_DevMgmt_swap,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_DevMgmt_swap/2023-10-10-19_09_39.log,脚本书写有误
,oe_test_storage_Mutipath_dmsetup,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_Mutipath_dmsetup/2023-10-10-18_37_55.log,dmsetup ls 提示 no devices found
,oe_test_storage_diskpartiton_create_raid0,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_diskpartiton_create_raid0/2023-10-10-18_41_04.log,x86 fail
,oe_test_storage_diskpartiton_create_raid1,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_diskpartiton_create_raid1/2023-10-10-18_59_47.log,x86 fail
,oe_test_storage_diskpartiton_create_raid5,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_diskpartiton_create_raid5/2023-10-10-19_14_32.log,x86 fail
,oe_test_storage_diskpartiton_fdisk,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_diskpartiton_fdisk/2023-10-10-18_47_52.log,x86 fail
,oe_test_storage_diskpartiton_fdisk_delete,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_diskpartiton_fdisk_delete/2023-10-10-19_17_38.log,x86 fail
,oe_test_storage_diskpartiton_fdisk_settype,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_diskpartiton_fdisk_settype/2023-10-10-18_46_53.log,x86 fail
,oe_test_storage_diskpartiton_parted_resize,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_diskpartiton_parted_resize/2023-10-10-18_57_15.log,x86 fail
,oe_test_storage_ext3_create,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_ext3_create/2023-10-10-18_53_43.log,x86 fail
,oe_test_storage_ext3_mount,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_ext3_mount/2023-10-10-18_51_41.log,x86 fail
,oe_test_storage_ext3_mount_write,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_ext3_mount_write/2023-10-10-19_18_32.log,x86 fail
,oe_test_storage_ext3_resize,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_ext3_resize/2023-10-10-19_16_20.log,x86 fail
,oe_test_storage_ext4_mount,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_ext4_mount/2023-10-10-18_52_57.log,x86 fail
,oe_test_storage_ext4_mount_write,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_ext4_mount_write/2023-10-10-18_48_09.log,x86 fail
,oe_test_storage_fileCMD_cat,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_fileCMD_cat/2023-10-10-18_43_17.log,/etc/passwd中对root的描述有变
,oe_test_storage_fileCMD_dd,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_fileCMD_dd/2023-10-10-19_15_16.log,x86 fail
,oe_test_storage_fileCMD_mkfs,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_fileCMD_mkfs/2023-10-10-18_45_13.log,x86 fail
,oe_test_storage_longname_list,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_longname_list/2023-10-10-18_55_02.log,x86镜像中未安装lvm，riscv下/dev/disk/中无by-id选项
,oe_test_storage_longname_modify,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_longname_modify/2023-10-10-18_55_22.log,x86 fail
,oe_test_storage_lvm_activation_missing,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_activation_missing/2023-10-10-19_14_11.log,x86 fail
,oe_test_storage_lvm_add_VG,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_add_VG/2023-10-10-18_38_04.log,脚本问题
,oe_test_storage_lvm_change_number,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_change_number/2023-10-10-18_39_08.log,x86 fail
,oe_test_storage_lvm_cling,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_cling/2023-10-10-18_54_38.log,x86 fail
,oe_test_storage_lvm_create_cache,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_create_cache/2023-10-10-18_44_21.log,x86 fail
,oe_test_storage_lvm_create_raid,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_create_raid/2023-10-10-18_50_23.log,x86 fail
,oe_test_storage_lvm_create_snapshot,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_create_snapshot/2023-10-10-18_45_34.log,x86 fail
,oe_test_storage_lvm_expand_stripeLV,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_expand_stripeLV/2023-10-10-18_38_24.log,x86 fail
,oe_test_storage_lvm_lvdisplay_lvscan,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_lvdisplay_lvscan/2023-10-10-19_12_07.log,x86 fail
,oe_test_storage_lvm_merge_VG,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_merge_VG/2023-10-10-18_49_11.log,x86 fail
,oe_test_storage_lvm_query_lvmsnap,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_query_lvmsnap/2023-10-10-18_43_26.log,怀疑未脚本问题
,oe_test_storage_lvm_raid_synchronization,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_raid_synchronization/2023-10-10-18_40_36.log,x86 fail
,oe_test_storage_lvm_replace_badraid,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_replace_badraid/2023-10-10-19_16_01.log,x86 fail
,oe_test_storage_lvm_replace_raid,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_replace_raid/2023-10-10-18_58_45.log,x86 fail
,oe_test_storage_lvm_separate_raid,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_separate_raid/2023-10-10-18_56_49.log,x86 fail
,oe_test_storage_lvm_set_label,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_set_label/2023-10-10-20_57_35.log,Cannot deactivate openeulertest/test.
,oe_test_storage_lvm_set_limit,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_set_limit/2023-10-10-20_57_17.log,x86 fail
,oe_test_storage_lvm_set_lvconvert_raid,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_set_lvconvert_raid/2023-10-10-20_57_51.log,x86 fail
,oe_test_storage_lvm_set_lvconvert_raid1,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_set_lvconvert_raid1/2023-10-10-20_56_59.log,脚本书写有误
,oe_test_storage_lvm_snapshot_merge,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_snapshot_merge/2023-10-10-20_55_27.log,x86 fail
,oe_test_storage_lvm_snapshot_tag,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_snapshot_tag/2023-10-10-20_56_18.log,x86 fail
,oe_test_storage_lvm_specify_size,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_specify_size/2023-10-10-20_56_42.log,x86 fail
,oe_test_storage_lvm_split_VG,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_lvm_split_VG/2023-10-10-20_58_07.log,x86 fail
,oe_test_storage_mount_UUID,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_mount_UUID/2023-10-10-18_55_54.log,脚本问题获取UUID有误
,oe_test_storage_mount_block_device,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_mount_block_device/2023-10-10-18_38_45.log,mkfs.xfs 因Filesystem must be larger than 300MB.的限制创建文件系统失败
,oe_test_storage_mount_copy,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_mount_copy/2023-10-10-19_20_09.log,x86 fail
,oe_test_storage_mount_findmnt,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_mount_findmnt/2023-10-10-18_53_14.log,mkfs.xfs 因Filesystem must be larger than 300MB.的限制创建文件系统失败
,oe_test_storage_mount_mobile_point,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_mount_mobile_point/2023-10-10-18_48_28.log,x86 fail
,oe_test_storage_mount_repeat,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_mount_repeat/2023-10-10-18_46_08.log,mkfs.xfs 因Filesystem must be larger than 300MB.的限制创建文件系统失败
,oe_test_storage_mount_umount,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_mount_umount/2023-10-10-18_47_32.log,mkfs.xfs 因Filesystem must be larger than 300MB.的限制创建文件系统失败
,oe_test_storage_nfs_configure_nfsv4,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_nfs_configure_nfsv4/2023-10-10-19_53_18.log,timeout
,oe_test_storage_nfs_repeat_restartServer,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_nfs_repeat_restartServer/2023-10-10-19_23_12.log,timeout
,oe_test_storage_repair_e2fsck,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_repair_e2fsck/2023-10-10-20_19_12.log,x86 fail
,oe_test_storage_repair_xfs,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_repair_xfs/2023-10-10-20_22_57.log,mkfs.xfs 因Filesystem must be larger than 300MB.的限制创建文件系统失败
,oe_test_storage_smb_abnormal_poweroff,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_smb_abnormal_poweroff/2023-10-10-20_39_30.log,x86 fail
,oe_test_storage_smb_cmd_smbclient,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_smb_cmd_smbclient/2023-10-10-20_53_31.log,x86 fail
,oe_test_storage_vfat_mount_write,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_vfat_mount_write/2023-10-10-20_31_14.log,x86 fail
,oe_test_storage_xfs_Increase_size,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_xfs_Increase_size/2023-10-10-20_31_42.log,mkfs.xfs 因Filesystem must be larger than 300MB.的限制创建文件系统失败
,oe_test_storage_xfs_backup,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_xfs_backup/2023-10-10-20_54_43.log,xfsdump: ERROR: failed to get bulkstat information for root inode
,oe_test_storage_xfs_create,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_xfs_create/2023-10-10-20_49_14.log,x86 fail
,oe_test_storage_xfs_restore,fail,same,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_xfs_restore/2023-10-10-20_43_45.log,x86 fail
,oe_test_storage_diskpartiton_view_fdisk,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_diskpartiton_view_fdisk/2023-10-10-18_43_08.log,None
,oe_test_storage_smb_credential_files,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_smb_credential_files/2023-10-10-20_42_23.log,None
,oe_test_storage_smb_network_latency,success,RC4fail,./oe-rv2309/mugen-riscv_rc5/logs/os-storage/oe_test_storage_smb_network_latency/2023-10-10-20_44_17.log,None
